,X,latency,values.getpoints,values.rad,id,block,optimalt,optimalp,time,timesensitivity,indexp
193,193,2279,-5,1.222326075,c,1,2.499811046,14.78726646,2.279,-0.220811046,-0.338128755
194,194,2286,-5,1.230020584,c,1,2.499811046,14.78726646,2.286,-0.213811046,-0.338128755
195,195,2514,15.57324298,1.243197886,c,1,2.499811046,14.78726646,2.514,0.014188954,1.053152252
196,196,2522,15.44131519,1.231503712,c,1,2.499811046,14.78726646,2.522,0.022188954,1.044230537
197,197,2400,16.9940573,1.22358831,c,1,2.499811046,14.78726646,2.4,-0.099811046,1.149235888
198,198,2192,-5,1.230642942,c,1,2.499811046,14.78726646,2.192,-0.307811046,-0.338128755
199,199,2408,16.92522438,1.220629651,c,1,2.499811046,14.78726646,2.408,-0.091811046,1.14458101
200,200,2496,15.85610645,1.220482115,c,1,2.499811046,14.78726646,2.496,-0.003811046,1.072281107
201,201,2512,15.60563939,1.222025323,c,1,2.499811046,14.78726646,2.512,0.012188954,1.055343084
202,202,2152,-5,1.240393331,c,1,2.499811046,14.78726646,2.152,-0.347811046,-0.338128755
203,203,2535,15.21917463,1.223524123,c,1,2.499811046,14.78726646,2.535,0.035188954,1.029208114
204,204,2473,16.18775674,1.226775129,c,1,2.499811046,14.78726646,2.473,-0.026811046,1.094709207
205,205,2515,15.55695617,1.215683619,c,1,2.499811046,14.78726646,2.515,0.015188954,1.052050845
206,206,2318,17.39989711,1.229257901,c,1,2.499811046,14.78726646,2.318,-0.181811046,1.17668111
207,207,2272,-5,1.229343888,c,1,2.499811046,14.78726646,2.272,-0.227811046,-0.338128755
208,208,2389,17.08045059,1.211592569,c,1,2.499811046,14.78726646,2.389,-0.110811046,1.155078299
209,209,2322,17.39310807,1.233933573,c,1,2.499811046,14.78726646,2.322,-0.177811046,1.176221996
210,210,2433,16.67831867,1.223734723,c,1,2.499811046,14.78726646,2.433,-0.066811046,1.127883826
211,211,2315,17.40409916,1.239589789,c,2,2.499811046,14.78726646,2.315,-0.184811046,1.176965277
212,212,2227,-5,1.229817373,c,2,2.499811046,14.78726646,2.227,-0.272811046,-0.338128755
213,213,2280,-5,1.213527721,c,2,2.499811046,14.78726646,2.28,-0.219811046,-0.338128755
214,214,2465,16.29487244,1.234889704,c,2,2.499811046,14.78726646,2.465,-0.034811046,1.101952987
215,215,2258,-5,1.217209399,c,2,2.499811046,14.78726646,2.258,-0.241811046,-0.338128755
216,216,2207,-5,1.206518238,c,2,2.499811046,14.78726646,2.207,-0.292811046,-0.338128755
217,217,2531,15.28852542,1.233628492,c,2,2.499811046,14.78726646,2.531,0.031188954,1.033898014
218,218,2498,15.8256603,1.227517998,c,2,2.499811046,14.78726646,2.498,-0.001811046,1.070222163
219,219,2468,16.25521595,1.220482115,c,2,2.499811046,14.78726646,2.468,-0.031811046,1.099271187
220,220,2427,16.74190009,1.228238261,c,2,2.499811046,14.78726646,2.427,-0.072811046,1.132183567
221,221,2485,16.01902204,1.222620207,c,2,2.499811046,14.78726646,2.485,-0.014811046,1.083298396
222,222,2264,-5,1.224442237,c,2,2.499811046,14.78726646,2.264,-0.235811046,-0.338128755
223,223,2338,17.35242938,1.227285176,c,2,2.499811046,14.78726646,2.338,-0.161811046,1.173471069
224,224,2388,17.08782612,1.22873254,c,2,2.499811046,14.78726646,2.388,-0.111811046,1.155577075
225,225,2404,16.96026779,1.232098243,c,2,2.499811046,14.78726646,2.404,-0.095811046,1.146950847
226,226,2315,17.40409916,1.228035268,c,2,2.499811046,14.78726646,2.315,-0.184811046,1.176965277
227,227,2509,15.65378767,1.224257462,c,2,2.499811046,14.78726646,2.509,0.009188954,1.058599148
228,228,2322,17.39310807,1.250291102,c,2,2.499811046,14.78726646,2.322,-0.177811046,1.176221996
229,229,2261,-5,1.225374884,c,2,2.499811046,14.78726646,2.261,-0.238811046,-0.338128755
230,230,2518,15.50774397,1.233456835,c,2,2.499811046,14.78726646,2.518,0.018188954,1.048722833
231,231,2464,16.30795365,1.223734723,c,2,2.499811046,14.78726646,2.464,-0.035811046,1.102837613
232,232,2394,17.04237359,1.228430137,c,2,2.499811046,14.78726646,2.394,-0.105811046,1.152503313
233,233,2501,15.77952334,1.206493798,c,2,2.499811046,14.78726646,2.501,0.001188954,1.067102117
234,234,2403,16.96883303,1.21663817,c,2,2.499811046,14.78726646,2.403,-0.096811046,1.147530078
235,235,2511,15.62174854,1.239943293,c,2,2.499811046,14.78726646,2.511,0.011188954,1.056432477
236,236,2325,17.38712741,1.222645478,c,2,2.499811046,14.78726646,2.325,-0.174811046,1.175817549
237,237,2288,-5,1.239360845,c,2,2.499811046,14.78726646,2.288,-0.211811046,-0.338128755
238,238,2486,16.00453298,1.235582694,c,2,2.499811046,14.78726646,2.486,-0.013811046,1.082318563
239,239,2335,17.36170082,1.222025323,c,2,2.499811046,14.78726646,2.335,-0.164811046,1.174098057
240,240,2371,17.20085569,1.228035268,c,2,2.499811046,14.78726646,2.371,-0.128811046,1.163220784
241,241,2328,17.38038574,1.236225962,c,3,2.499811046,14.78726646,2.328,-0.171811046,1.175361639
242,242,2011,-5,1.249045772,c,3,2.499811046,14.78726646,2.011,-0.488811046,-0.338128755
243,243,2344,17.33161844,1.220751439,c,3,2.499811046,14.78726646,2.344,-0.155811046,1.172063714
244,244,2482,16.06209784,1.230045684,c,3,2.499811046,14.78726646,2.482,-0.017811046,1.08621143
245,245,2428,16.73149042,1.238868007,c,3,2.499811046,14.78726646,2.428,-0.071811046,1.131479605
